,action_p,action_r,action_z,al_pitch,al_roll,al_yaw,angular_x,angular_y,angular_z,linear_acc_bodyx,linear_acc_bodyy,linear_acc_bodyz,pos_x,pos_y,pos_z,time,velocity_x,velocity_y,velocity_z
0,0,0.010614033745873898,2.0042523432812964,6.9965610797895465e-06,2.5189789985430572e-05,2.0567748811648845e-05,-0.001411527395248413,0.00023815274471417067,-0.00013085147656966004,0.0049853757955133915,-0.0028488403186188414,11.133862495422363,-0.22384189069271107,2.0567748811648845e-05,1.91480553150177,0.021520137786865234,-0.01673039793968203,0.008275847882032398,0.23944459855556488
1,0,0.020824563905364586,2.0083813932080012,-7.341006198573432e-06,4.1392260770861555e-05,1.9893159229467052e-05,0.0020605693571269512,-0.0006940373568795621,-0.00011139937851112328,0.003906792029738426,-0.0010237270034836364,10.843367576599121,-0.2247442901134493,1.9893159229467052e-05,1.9227309226989746,0.04216504096984863,-0.016710611060261758,0.008246966637670997,0.2817366421222687
2,0,0.030824266406470898,2.0125010166005555,-7.341006198573432e-06,4.1392260770861555e-05,1.9893159229467052e-05,0.0020605693571269512,-0.0006940373568795621,-0.00011139937851112328,0.0019633129704743624,0.0002835895866169178,11.067415237426758,-0.2247442901134493,1.9893159229467052e-05,1.9227309226989746,0.06287598609924316,-0.016710611060261758,0.008246966637670997,0.2817366421222687
3,0,0.040453105506484885,2.016581697682016,-9.594818369674866e-06,0.00010429679020775194,1.90498738921032e-05,0.011434412561357021,0.0003476479032542556,-0.00022595332120545214,0.0037211845628917217,0.0039241719059659825,11.186779975891113,-0.2257662117481234,1.90498738921032e-05,1.932439923286438,0.08350419998168945,-0.01674694195389751,0.00821951683610678,0.32130876183509827
4,0,0.04965639386810503,2.020636083220586,-1.0355528660358454e-05,0.00510534879178659,1.6916652597787938e-05,0.19857460260391235,0.0009172624559141695,-0.0001674276136327536,0.003165300004184246,0.0029265077319010112,11.367033004760742,-0.22673591971397422,1.6916652597787938e-05,1.9439277648925781,0.10415410995483398,-0.016761297360062644,0.007124095689505342,0.3709834814071655
5,0,0.05835155371687494,2.0246648492158643,-1.0355528660358454e-05,0.00510534879178659,1.6916652597787938e-05,0.19857460260391235,0.0009172624559141695,-0.0001674276136327536,0.002749333158135414,0.0016134479083134933,11.522173881530762,-0.22673591971397422,1.6916652597787938e-05,1.9439277648925781,0.12481808662414551,-0.016761297360062644,0.007124095689505342,0.3709834814071655
6,0,0.06642651343853287,2.0286531061940716,-0.00016199440038816923,0.011904680113855237,1.0752773854994184e-05,0.20968399941921234,0.005408629775047302,-0.0004079925711266703,0.003489765804260969,0.008637724444271478,10.976868629455566,-0.22778145968914054,1.0752773854994184e-05,1.9585916996002197,0.1455211639404297,-0.016804082319140486,0.0033161323517561,0.42728257179260254
7,0,0.07377966291736016,2.0325858970224324,1.5140930190650074e-05,0.018358801262504842,3.7637702222007587e-06,0.32196152210235596,0.0012096903519704938,-0.00046427545021288113,0.0042493911460042,0.008839589543641956,10.961231231689453,-0.22861455380916618,3.7637702222007587e-06,1.9727002382278442,0.16623520851135254,-0.016783241182565748,-0.0028845141641795596,0.470060795545578
8,0,0.08041834593469276,2.0365081337002438,1.5140930190650074e-05,0.018358801262504842,3.7637702222007587e-06,0.32196152210235596,0.0012096903519704938,-0.00046427545021288113,0.00502841966226697,0.007461195811630689,11.38151741027832,-0.22861455380916618,3.7637702222007587e-06,1.9727002382278442,0.18712520599365234,-0.016783241182565748,-0.0028845141641795596,0.470060795545578
9,0,0.08616185515512623,2.040353764644602,-0.000256807563016607,0.029517700891065483,9.276486140865084e-06,0.27657389640808105,0.014467570930719376,0.0009012564551085216,0.0030319406650960445,0.010140431113542412,10.501236915588379,-0.22937373816967033,9.276486140865084e-06,1.9869979619979858,0.2079181671142578,-0.016846356913447446,-0.011457806453108784,0.5012142658233643
10,0,0.0909400422729124,2.044102111076416,-0.000256807563016607,0.029517700891065483,9.276486140865084e-06,0.27657389640808105,0.014467570930719376,0.0009012564551085216,0.004551080986857414,0.012052915990353892,10.294897079467773,-0.22937373816967033,9.276486140865084e-06,1.9869979619979858,0.22864603996276855,-0.016846356913447446,-0.011457806453108784,0.5012142658233643
11,0,0.09476679670166446,2.0477968205727453,-0.00021518748237357182,0.04256627151586857,4.52483037171544e-05,0.36323434114456177,-0.015364250168204308,0.000779205758590253,0.0036668272223323584,0.016289530321957037,11.090571403503418,-0.23021443188190482,4.52483037171544e-05,2.0030412673950195,0.24944210052490234,-0.016832599416375233,-0.023696871474385258,0.5263860821723938
12,0,0.0975913553252085,2.051443448856689,-0.00011390981488952578,0.04942858254240337,6.447114117838661e-05,0.31886857748031616,0.01851140707731247,0.0005746131064370252,0.004940844606608152,0.01623155362904207,11.035569190979004,-0.23122727870941184,6.447114117838661e-05,2.019965171813965,0.27042412757873535,-0.01692296378314503,-0.039823718369007104,0.5560128688812256
13,0,0.09932626134115322,2.054957886314029,-0.00011390981488952578,0.04942858254240337,6.447114117838661e-05,0.31886857748031616,0.01851140707731247,0.0005746131064370252,0.0028193206526339054,0.021446092054249112,10.246705055236816,-0.23122727870941184,6.447114117838661e-05,2.019965171813965,0.2911660671234131,-0.01692296378314503,-0.039823718369007104,0.5560128688812256
14,0,0.09999234223896954,2.0583773216268795,-0.000736589995133349,0.06228121658076294,3.912497827997016e-05,0.3283159136772156,-0.01593087799847126,-1.736599369905694e-05,0.0022738398984074593,0.02012310177087901,9.573381423950195,-0.23241214454174064,3.912497827997016e-05,2.0423481464385986,0.31189799308776855,-0.017115041613578883,-0.06359820812940598,0.5820976495742798
15,0,0.09958715374458632,2.061680578970821,-0.0005696199093350121,0.07274512816079423,3.1653353426135204e-05,0.20381277799606323,-0.01829490065574646,-0.0009074920089915372,0.003882964374497533,0.02297897823155057,10.693004608154297,-0.23327912390232108,3.1653353426135204e-05,2.059539318084717,0.3325800895690918,-0.01728207804262647,-0.08383778482675552,0.5878728628158569
16,0,0.09811619111995001,2.064885777553444,-0.0005696199093350121,0.07274512816079423,3.1653353426135204e-05,0.20381277799606323,-0.01829490065574646,-0.0009074920089915372,0.0022078990004956722,0.027844270691276766,9.535765647888184,-0.23327912390232108,3.1653353426135204e-05,2.059539318084717,0.3532881736755371,-0.01728207804262647,-0.08383778482675552,0.5878728628158569
17,0,0.0955853831656927,2.067989269180877,-0.0008951164267747247,0.07668510118332272,-1.114006066056054e-05,0.2026263326406479,-0.00630602240562439,-0.0010585557902231804,0.001847597653977573,0.026618828997017063,9.055706977844238,-0.2343011945486071,-1.114006066056054e-05,2.0811266899108887,0.3740060329437256,-0.017575390636921026,-0.11017352342605591,0.5821834206581116
18,0,0.09205056781874275,2.070957014161266,-0.0008951164267747247,0.07668510118332272,-1.114006066056054e-05,0.2026263326406479,-0.00630602240562439,-0.0010585557902231804,0.0030223820358514786,0.03217369318008548,10.224538803100586,-0.2343011945486071,-1.114006066056054e-05,2.0811266899108887,0.3946959972381592,-0.017575390636921026,-0.11017352342605591,0.5821834206581116
19,0,0.08750972761789783,2.073818935395924,-0.000523982897060845,0.0838956087590821,-1.7521334384889888e-05,0.1168057844042778,-0.0073510524816811085,-0.0010536971967667333,0.0032211248762905598,0.033292122185231414,9.448478698730469,-0.23513670265674613,-1.7521334384889888e-05,2.1001174449920654,0.41546106338500977,-0.017723111435771093,-0.13564839959144592,0.5818750262260437
20,0,0.08203750333689969,2.0765495101130798,-0.000499197867698032,0.08718661946921227,-3.898774930442447e-05,0.06818394362926483,0.011683217249810696,-0.0004498092457652106,0.002947963774204254,0.036554202437402046,10.046680450439453,-0.2360084652900698,-3.898774930442447e-05,2.1179285049438477,0.4361131191253662,-0.017921039834618673,-0.15935197472572327,0.5777454972267151
21,0,0.07568544294538176,2.0791489558718923,-0.000499197867698032,0.08718661946921227,-3.898774930442447e-05,0.06818394362926483,0.011683217249810696,-0.0004498092457652106,0.0030653157737106085,0.03632941842079274,9.116716384887695,-0.2360084652900698,-3.898774930442447e-05,2.1179285049438477,0.4569079875946045,-0.017921039834618673,-0.15935197472572327,0.5777454972267151
22,0,0.06847658751936524,2.0816269901401103,-0.00040129270033365037,0.08793372324552641,-3.562688408025435e-05,0.005672941450029612,-0.0006564165814779699,-0.00021532953542191527,0.001523515209555626,0.03993931412696942,8.446022987365723,-0.23703727126121543,-3.562688408025435e-05,2.138310670852661,0.47776317596435547,-0.018063409253954995,-0.1854981780052185,0.5523173213005066
23,0,0.06052076695755816,2.0839643423511043,-0.0003186461955177107,0.08668887601420201,-3.0610410984590415e-05,-0.06012655794620514,0.0057921758852899075,-0.00016011223488021712,0.0027703847736120224,0.04116675630211942,9.107046127319336,-0.23797969520092035,-3.0610410984590415e-05,2.1562070846557617,0.49858903884887695,-0.018195483833551514,-0.2088695764541626,0.5219399929046631
24,0,0.05188989477241623,2.086159931020396,-0.0003186461955177107,0.08668887601420201,-3.0610410984590415e-05,-0.06012655794620514,0.0057921758852899075,-0.00016011223488021712,0.0023316273000091314,0.043086767196656356,8.855130195617676,-0.23797969520092035,-3.0610410984590415e-05,2.1562070846557617,0.5195071697235107,-0.018195483833551514,-0.2088695764541626,0.5219399929046631
25,0,0.04264885558992981,2.0882143568039564,-0.0001571972054919959,0.08160683021201506,-1.8059965306463087e-05,-0.16208815574645996,-0.0012717429781332612,-0.00014657559222541733,0.002436480252072215,0.04197192192077736,8.099284172058105,-0.23892509937286402,-1.8059965306463087e-05,2.1742684841156006,0.5405280590057373,-0.01824638806283485,-0.2318066656589508,0.4747910499572754
26,0,0.03292099605052203,2.0901165314136874,-0.0001571972054919959,0.08160683021201506,-1.8059965306463087e-05,-0.16208815574645996,-0.0012717429781332612,-0.00014657559222541733,0.0029854923486709595,0.04753277450800046,8.514907836914062,-0.23892509937286402,-1.8059965306463087e-05,2.1742684841156006,0.561521053314209,-0.01824638806283485,-0.2318066656589508,0.4747910499572754
27,0,0.022898250222560628,2.091848179350702,-0.00019838424601039805,0.07873790026993199,-2.3673720747218258e-05,-0.16523675620555878,0.00027982736355625093,-0.00016248444444499913,0.002163063269108534,0.04844482243061171,8.62378978729248,-0.23974367976188685,-2.3673720747218258e-05,2.1883552074432373,0.582362174987793,-0.018290329724550355,-0.2497798502445221,0.43133309483528137
28,0,0.012704271150430962,2.09340830453383,0.0001791692856301016,0.07002889141399307,3.5770256994121687e-06,-0.2897926867008209,0.0001633846550248563,-0.00012781636905856433,0.00452531548216939,0.04793015494942772,8.698779106140137,-0.24057546257972745,3.5770256994121687e-06,2.202475070953369,0.6030890941619873,-0.018247669562697518,-0.26793980598449707,0.390235036611557
29,0,0.002282054985925235,2.09481959057859,0.0001791692856301016,0.07002889141399307,3.5770256994121687e-06,-0.2897926867008209,0.0001633846550248563,-0.00012781636905856433,0.0030423467978835106,0.051517032086850226,8.296626091003418,-0.24057546257972745,3.5770256994121687e-06,2.202475070953369,0.6239809989929199,-0.018247669562697518,-0.26793980598449707,0.390235036611557
30,0,-0.008035578684578838,2.096050574204934,2.900809274823731e-05,0.05783151688295899,-1.8640961542676096e-05,-0.30093276500701904,0.015954459086060524,-0.0003986554802395423,0.00320279854349792,0.05191034823656177,7.77091646194458,-0.24167293310165433,-1.8640961542676096e-05,2.217501163482666,0.6446270942687988,-0.018256159499287706,-0.28541311621665955,0.3243706226348877
31,0,-0.018358072972369657,2.0971264687373874,0.0003826679018335296,0.05042063047643176,-6.2873499163673854e-06,-0.356219619512558,0.00778123177587986,-0.0002784666430670778,0.0031098639592528343,0.05119639635086154,7.69839334487915,-0.24242156744003324,-6.2873499163673854e-06,2.2252964973449707,0.6654560565948486,-0.018199080601334672,-0.29362234473228455,0.27554208040237427
32,0,-0.02846845090334162,2.0980326320481346,0.0003826679018335296,0.05042063047643176,-6.2873499163673854e-06,-0.356219619512558,0.00778123177587986,-0.0002784666430670778,0.002964124083518982,0.0556948408484469,8.213250160217285,-0.24242156744003324,-6.2873499163673854e-06,2.2252964973449707,0.6862680912017822,-0.018199080601334672,-0.29362234473228455,0.27554208040237427
33,0,-0.03820679212620612,2.0987646623097405,6.69365284675075e-05,0.03504105696241176,-3.727094096726396e-05,-0.376052588224411,0.0136197404935956,-0.000268603325821461,0.00043647264828905463,0.05531824752688501,7.609050750732422,-0.24353615939617185,-3.727094096726396e-05,2.234969139099121,0.706928014755249,-0.01822725310921678,-0.3023609220981598,0.20266568660736084
34,0,-0.047516589453642594,2.0993268165737384,6.69365284675075e-05,0.03504105696241176,-3.727094096726396e-05,-0.376052588224411,0.0136197404935956,-0.000268603325821461,0.0032787411473691463,0.05177100002765751,7.820205211639404,-0.24353615939617185,-3.727094096726396e-05,2.234969139099121,0.7275550365447998,-0.01822725310921678,-0.3023609220981598,0.20266568660736084
35,0,-0.056350122122261315,2.099721034803742,4.3764007645067986e-05,0.017703639362935907,-6.376261504389692e-05,-0.47712114453315735,-0.03131867200136185,-0.0014172954251989683,0.002644651336595416,0.05287094414234257,7.81879186630249,-0.24447156488895444,-6.376261504389692e-05,2.241270065307617,0.7482740879058838,-0.018116286024451343,-0.30670109391212463,0.132752925157547
36,0,-0.06460425772910049,2.099944880063355,-0.00031725736432160645,0.009607873661345008,-9.618700857934815e-05,-0.4442698359489441,-0.005285322666168213,-0.0015242220833897584,0.0006328645977191627,0.05549347773194407,7.6316704750061035,-0.24528034031391172,-9.618700857934815e-05,2.2445998191833496,0.769132137298584,-0.018183695152402,-0.3067738711833954,0.06809540092945099
37,0,-0.07225075791984682,2.0999961194584764,-0.00031725736432160645,0.009607873661345008,-9.618700857934815e-05,-0.4442698359489441,-0.005285322666168213,-0.0015242220833897584,0.0012789703905582428,0.05695695430040455,7.8311357498168945,-0.24528034031391172,-9.618700857934815e-05,2.2445998191833496,0.7900512218475342,-0.018183695152402,-0.3067738711833954,0.06809540092945099
38,0,-0.07906274915341782,2.099872140838963,0.0003235018045916177,-0.007574699867241663,-0.000148655948876477,-0.44377601146698,-0.009918986819684505,-0.0013431902043521391,0.0036943366285413504,0.05451334267854782,7.455071926116943,-0.24609981477260617,-0.000148655948876477,2.2460358142852783,0.8108952045440674,-0.018099201843142575,-0.3036949336528778,-0.002460413845255973
39,0,-0.08495216596379182,2.0995782744416274,0.0003235018045916177,-0.007574699867241663,-0.000148655948876477,-0.44377601146698,-0.009918986819684505,-0.0013431902043521391,0.00044647918548434973,0.05382537469267938,7.5784430503845215,-0.24609981477260617,-0.000148655948876477,2.2460358142852783,0.8315751552581787,-0.018099201843142575,-0.3036949336528778,-0.002460413845255973
40,0,-0.09001123756683392,2.0991055229116333,0.00024699851894177156,-0.0257557299119365,-0.00021814773198656196,-0.400736540555954,0.0378459170460701,-0.0018438441911712334,0.003639069152995944,0.05104508996009918,7.503015518188477,-0.2471082508563998,-0.00021814773198656196,2.245046854019165,0.8525650501251221,-0.018112577497959192,-0.2957178056240082,-0.08873619139194489
41,0,-0.09402565464994628,2.0984692752190695,0.0006461552185506868,-0.03297303412939171,-0.00026542401007809894,-0.4193153381347656,0.006632072851061821,-0.002294581150636078,0.0025491409469395876,0.05124854668974968,7.492051601409912,-0.24795894324779538,-0.00026542401007809894,2.2417895793914795,0.8732202053070068,-0.017921678721904796,-0.28541964292526245,-0.1630091369152069
42,0,-0.09703265681045663,2.0976661323901715,0.0006461552185506868,-0.03297303412939171,-0.00026542401007809894,-0.4193153381347656,0.006632072851061821,-0.002294581150636078,0.0022029776591807604,0.05238097161054703,7.506140232086182,-0.24795894324779538,-0.00026542401007809894,2.2417895793914795,0.8938510417938232,-0.017921678721904796,-0.28541964292526245,-0.1630091369152069
43,0,-0.09901196322065706,2.096693187023036,2.482930160717861e-05,-0.04865876824781468,-0.0003631743742169122,-0.34543555974960327,0.012225596234202385,-0.003360811853781344,0.0029103464912623167,0.050062157213688833,7.636048793792725,-0.24881693720817594,-0.0003631743742169122,2.2355685234069824,0.914574146270752,-0.01786198280751708,-0.2708812355995178,-0.24327728152275085
44,0,-0.09993030176147097,2.095556550664172,0.0005729926476942332,-0.062403148734812154,-0.0005203504784042205,-0.35623759031295776,-0.025519436225295067,-0.003234073519706723,0.003635542932897806,0.046027835458518,7.524183750152588,-0.24954940378665952,-0.0005203504784042205,2.228328227996826,0.9352121353149414,-0.017652390524745005,-0.2559036910533905,-0.3092232644557953
45,0,-0.09978275996699632,2.094257775771747,0.0005729926476942332,-0.062403148734812154,-0.0005203504784042205,-0.35623759031295776,-0.025519436225295067,-0.003234073519706723,0.00229530967772007,0.04902518168091869,7.753256797790527,-0.24954940378665952,-0.0005203504784042205,2.228328227996826,0.9558701515197754,-0.017652390524745005,-0.2559036910533905,-0.3092232644557953
46,0,-0.09856495804668838,2.0927918755383432,0.00019037597176043905,-0.06930081186887084,-0.0005679107485476171,-0.26344406604766846,0.004038339015096426,-0.0031579099595546727,0.0025160610675811768,0.04691808670759299,7.964453220367432,-0.2502923309803012,-0.0005679107485476171,2.218107223510742,0.9766380786895752,-0.01753621548414231,-0.23698382079601288,-0.37674134969711304
47,0,-0.0962964562621324,2.09117129160792,0.00019037597176043905,-0.06930081186887084,-0.0005679107485476171,-0.26344406604766846,0.004038339015096426,-0.0031579099595546727,0.0038041395600885153,0.04285044223070238,7.6731462478637695,-0.2502923309803012,-0.0005679107485476171,2.218107223510742,0.9972860813140869,-0.01753621548414231,-0.23698382079601288,-0.37674134969711304
48,0,-0.09292896448045992,2.089360450131717,0.000544908375085226,-0.07807873923529694,-0.0007077045252535603,-0.2376982420682907,-0.018349317833781242,-0.0032592914067208745,0.0023287958465516567,0.04424484074115852,8.065967559814453,-0.25112482905387906,-0.0007077045252535603,2.2037060260772705,1.0183990001678467,-0.01725507900118827,-0.21261635422706604,-0.4513430893421173
49,0,-0.08859481525984308,2.087417401853547,0.00039513928839154147,-0.084661817235159,-0.0007727696773627654,-0.08151082694530487,0.025063123553991318,-0.0004610659088939459,0.0014355152379721403,0.04285540059208965,7.7610578536987305,-0.2518387138843539,-0.0007727696773627654,2.189202070236206,1.0391411781311035,-0.01715523749589918,-0.1896744966506958,-0.5126709342002869
50,0,-0.08334045155641251,2.0853369130209227,0.00039513928839154147,-0.084661817235159,-0.0007727696773627654,-0.08151082694530487,0.025063123553991318,-0.0004610659088939459,0.0023844479583203793,0.03587859869003397,8.297463417053223,-0.2518387138843539,-0.0007727696773627654,2.189202070236206,1.0597941875457764,-0.01715523749589918,-0.1896744966506958,-0.5126709342002869
51,0,-0.07720022642542383,2.083111661694984,0.0006617038165057262,-0.08610612905893351,-0.0007873467171276966,-0.09039097279310226,0.003175239311531186,0.0007586611900478597,0.0030488413758575916,0.03731853142380821,8.722430229187012,-0.2525609433650973,-0.0007873467171276966,2.173034906387329,1.0804791450500488,-0.01690261438488957,-0.16527551412582397,-0.5636892318725586
52,0,-0.07023045267530403,2.0807422647687344,0.00037193662790878693,-0.08775042611408948,-0.0007128440144593678,0.043173372745513916,0.014766750857234001,0.0007344906916841846,0.002153167501091957,0.035936735570431776,8.335831642150879,-0.2532071471214297,-0.0007128440144593678,2.1570053100585938,1.101140022277832,-0.016734374687075573,-0.14176958799362183,-0.6034711003303528
53,0,-0.06250646501777479,2.078233399255167,0.00037193662790878693,-0.08775042611408948,-0.0007128440144593678,0.043173372745513916,0.014766750857234001,0.0007344906916841846,0.00266057625412941,0.030594194307924327,8.237427711486816,-0.2532071471214297,-0.0007128440144593678,2.1570053100585938,1.1218562126159668,-0.016734374687075573,-0.14176958799362183,-0.6034711003303528
54,0,-0.05404359034855991,2.075568577092263,0.0005841675302684789,-0.08549270668352282,-0.0006813908783690975,0.061813343316316605,-0.009997617453336716,0.0016848981613293303,0.0036401718389242887,0.02948155254125705,8.991507530212402,-0.25401502847671537,-0.0006813908783690975,2.1332693099975586,1.1427090167999268,-0.016410242766141836,-0.11100298166275024,-0.6533833146095276
55,0,-0.045015617407020786,2.072779049356268,0.0005841675302684789,-0.08549270668352282,-0.0006813908783690975,0.061813343316316605,-0.009997617453336716,0.0016848981613293303,0.0017177590634673834,0.02965543419122804,8.82612419128418,-0.25401502847671537,-0.0006813908783690975,2.1332693099975586,1.1634681224822998,-0.016410242766141836,-0.11100298166275024,-0.6533833146095276
56,0,-0.03551030491592384,2.0698663868800087,0.00044488055643586774,-0.08343700013951034,-0.0006352096983483347,0.1348484307527542,-0.003565688617527485,0.0015967402141541247,0.002461835276335478,0.026261903345585938,8.728784561157227,-0.2545697987079623,-0.0006352096983483347,2.114287853240967,1.1842660903930664,-0.016201114282011923,-0.08872827142477036,-0.6861482858657837
57,0,-0.025649071863923973,2.0668413997568553,0.0005245179509870917,-0.07541313991239892,-0.0005601566920893469,0.18252865970134735,0.0002491873747203502,0.0021138498559594154,0.0030812453478574753,0.02346657775342583,9.685694694519043,-0.2551731467247012,-0.0005601566920893469,2.0926451683044434,1.2050611972808838,-0.01595836319029324,-0.06455567479133606,-0.7023212313652039
58,0,-0.015468564816311465,2.0636878192920824,0.0005245179509870917,-0.07541313991239892,-0.0005601566920893469,0.18252865970134735,0.0002491873747203502,0.0021138498559594154,0.002802944276481867,0.020584739744664345,9.031498908996582,-0.2551731467247012,-0.0005601566920893469,2.0926451683044434,1.2258410453796387,-0.01595836319029324,-0.06455567479133606,-0.7023212313652039
