,action_r,action_y,action_z,al_pitch,al_roll,al_yaw,angular_x,angular_y,angular_z,linear_acc_x,linear_acc_y,linear_acc_z,pos_x,pos_y,pos_z,time,velocity_x,velocity_y,velocity_z
0,-0.0007004696875810624,-0.04863315522670746,2.0071047273278237,4.750754774913205e-05,9.498017587865485e-06,1.5510264823293884e-05,0.0207049660384655,0.0008397791534662247,1.3267912436276571e-05,0.0039061831776052713,0.000454758293927965,10.200066566467285,0.1860479414463046,1.5510264823293884e-05,1.9905019998550415,0.07304501533508301,0.01734913699328897,0.013812291435897347,-0.24013912677764893
1,-0.03192627616226673,-0.0876793771982193,2.0091190622746944,6.196145584621048e-05,-0.0002827012429460936,1.9547378104130343e-05,-0.011821054853498936,0.00039967941120266914,-0.00013959658099338418,0.003400901798158884,-0.00046256487257653376,10.22889232635498,0.18705895543098477,1.9547378104130343e-05,1.9827697277069092,0.09662294387817383,0.017333349213004088,0.013836440630257126,-0.22597435116767883
2,-0.05095535553991795,-0.11698358356952668,2.0134912361204624,6.196145584621048e-05,-0.0002827012429460936,1.9547378104130343e-05,-0.011821054853498936,0.00039967941120266914,-0.00013959658099338418,0.01318422332406044,0.002224255353213743,11.319969177246094,0.18705895543098477,1.9547378104130343e-05,1.9827697277069092,0.11833500862121582,0.017333349213004088,0.013836440630257126,-0.22597435116767883
3,-0.08576222695410252,-0.16347043216228485,2.0177377094328404,-0.0022002911360045536,-2.006955903524626e-05,1.9072466538435268e-05,0.020555000752210617,-0.22931964695453644,-2.667994704094701e-05,0.02828293666243553,-0.0055291485041365695,11.623802185058594,0.18827056884765653,1.9072466538435268e-05,1.974982738494873,0.14015698432922363,0.01783608086407183,0.013780292123556134,-0.16892609000205994
4,-0.10224283076822757,-0.18754832148551942,2.0191627703607082,-0.021289619335222207,-0.008110746296402764,-3.614559334302507e-05,-0.47665828466415405,-0.6751723289489746,-0.005843908060341991,0.02583181858062744,-0.01694520935416086,11.076586723327637,0.18933887779712705,-3.614559334302507e-05,1.9702426195144653,0.1625509262084961,0.024137945845723142,0.011859882622957224,-0.11922740936279297
5,-0.09012950994074344,-0.23506316542625427,2.0233444984257223,-0.021289619335222207,-0.008110746296402764,-3.614559334302507e-05,-0.47665828466415405,-0.6751723289489746,-0.005843908060341991,0.026461739093065262,-0.008570569567380951,11.30434799194336,0.18933887779712705,-3.614559334302507e-05,1.9702426195144653,0.18445587158203125,0.024137945845723142,0.011859882622957224,-0.11922740936279297
6,-0.11014913953840733,-0.2588876336812973,2.0221624557673934,-0.056422354490987904,-0.027311489225290576,3.6520124848719385e-05,-0.5692596435546875,-1.0419193506240845,-0.021577879786491266,0.04234566166996956,-0.02070529200136521,11.48509407043457,0.1904685944318774,3.6520124848719385e-05,1.96774160861969,0.2063288688659668,0.036213945597410195,0.006109003908932201,-0.07380057871341705
7,-0.07877674140036106,-0.30370652079582217,2.02428689211607,-0.0754038569205217,-0.03943098820079577,0.00019843208475658807,-0.6898545026779175,-1.0766069889068604,-0.029541878029703962,0.036472711712121964,-0.0235811360180364,11.391194343566895,0.1921400725841525,0.00019843208475658807,1.9663538932800293,0.22807693481445312,0.05888926610350609,-0.005393206607550396,-0.026444455608725555
8,-0.07727443547919392,-0.33480258584022526,2.0235506275296213,-0.0754038569205217,-0.03943098820079577,0.00019843208475658807,-0.6898545026779175,-1.0766069889068604,-0.029541878029703962,0.039232272654771805,-0.00401012366637449,11.314070701599121,0.1921400725841525,0.00019843208475658807,1.9663538932800293,0.25046300888061523,0.05888926610350609,-0.005393206607550396,-0.026444455608725555
9,-0.056745138484984636,-0.38085029125213626,2.0203323775529864,-0.12154497095965182,-0.05384025840716901,0.001088371944901152,-0.41290462017059326,-1.2939614057540894,-0.03831356391310676,0.05919661372900009,-0.015917629003523392,11.338211059570312,0.19600358605384854,0.001088371944901152,1.9666385650634766,0.2740519046783447,0.10956449806690216,-0.02917890436947348,0.031645495444536195
