,action_p,action_r,action_z,al_pitch,al_roll,al_yaw,angular_x,angular_y,angular_z,linear_acc_bodyx,linear_acc_bodyy,linear_acc_bodyz,pidz_out,pidzv_out,pos_x,pos_y,pos_z,time,velocity_x,velocity_y,velocity_z,winlose
0,-0.014144169930868786,-0.019098406598835323,1.5762253424776718,-0.0018771662607571155,0.013912252287491546,0.00038380647573574045,-0.049007014868241154,-0.0255207498528505,0.0013851181351703635,-0.03920784592628479,-0.04320088401436665,11.509172439575195,-0.12222065639495847,0.43277005754558945,0.3184883892536166,0.00038380647573574045,1.5906920433044434,0.043936967849731445,0.14455026388168335,0.021987315267324416,0.05047655850648878,0
1,-0.02763786534822914,-0.039065034284810986,1.5651441096020862,-0.0018771662607571155,0.013912252287491546,0.00038380647573574045,-0.049007014868241154,-0.0255207498528505,0.0013851181351703635,-0.03920784592628479,-0.04320088401436665,11.509172439575195,-0.02419181166946145,0.48015357352676197,0.3184883892536166,0.00038380647573574045,1.5906920433044434,0.0453181266784668,0.14455026388168335,0.021987315267324416,0.05047655850648878,0
2,-0.03563401161256369,-0.05395124038147642,1.5604692701054736,-0.0020245369618954443,-0.011541290470386304,0.00035442705775289837,0.2232472446433521,-0.031231293214362084,-0.00035104333879547854,-0.026643678545951843,-0.07654376327991363,9.99496841430664,-0.0613856412169189,0.44089557558812187,0.3241101801395419,0.00035442705775289837,1.5927948951721191,0.06125807762145996,0.1466643065214157,0.02215372584760186,0.07938110828399657,0
3,-0.05076971964924473,-0.06931420257402808,1.553347824926488,-0.0020245369618954443,-0.011541290470386304,0.00035442705775289837,0.2232472446433521,-0.031231293214362084,-0.00035104333879547854,-0.02094215527176857,0.034272141754628546,10.780028343200684,-0.06700157262808457,0.41695658179277356,0.3241101801395419,0.00035442705775289837,1.5927948951721191,0.0813910961151123,0.1466643065214157,0.02215372584760186,0.07938110828399657,0
4,-0.06192393882721573,-0.0891344422164978,1.563648841823451,-0.0021642582466051353,-0.0014456522712262298,0.0003211220473655504,-0.1569485713645139,-0.020423008382802976,-0.0005463899568283023,-0.013482503592967987,-0.02148609608411658,10.683716773986816,-0.07438393223246188,0.4156751302587341,0.329780846834183,0.0003211220473655504,1.596031904220581,0.10186195373535156,0.14810998737812042,0.02061280608177182,0.10347037762403487,0
5,-0.07211228082985562,-0.10963883112425682,1.5751098948074505,-0.0021642582466051353,-0.0014456522712262298,0.0003211220473655504,-0.1569485713645139,-0.020423008382802976,-0.0005463899568283023,-0.0025982260704040527,-0.09589877724647398,10.141002655029297,-0.06319382072530323,0.40561820300342377,0.329780846834183,0.0003211220473655504,1.596031904220581,0.12227201461791992,0.14810998737812042,0.02061280608177182,0.10347037762403487,0
6,-0.08973370689947983,-0.12663554354864126,1.5630665969802067,-0.010914556422093161,-0.04337695017884322,-0.00011255657996736798,0.03202701916163664,-0.01400033056174701,-0.0007441488620402229,-0.010917451232671738,0.015649257227779708,10.391654014587402,-0.05049734223830694,0.4181603221284677,0.3355551958084109,-0.00011255657996736798,1.6000187397003174,0.14126205444335938,0.15149930119514468,0.013993713073432413,0.1169338673353195,0
7,-0.10080765448845708,-0.12572202498418136,1.5606362999631092,-0.01521549895013903,-0.02656769960956363,-0.00044826590318202797,-0.48813301838650164,-0.11427474222466436,-0.0056937992879062885,-0.021337389945983887,0.008218804374338326,9.216350555419922,-0.07492264000346131,0.38382015319163854,0.3417678177356723,-0.00044826590318202797,1.6044631004333496,0.16134095191955566,0.15756464004516604,0.00527366297319528,0.11403045058250426,0
8,-0.11126655128474022,-0.12521667664295755,1.5506376464320346,-0.01521549895013903,-0.02656769960956363,-0.00044826590318202797,-0.48813301838650164,-0.11427474222466436,-0.0056937992879062885,-0.016912158578634262,-0.10308187454938773,9.3970947265625,-0.0792259622884169,0.38808164391534,0.3417678177356723,-0.00044826590318202797,1.6044631004333496,0.18239212036132812,0.15756464004516604,0.00527366297319528,0.11403045058250426,0
9,-0.1291509335886658,-0.13297460809346884,1.5390069091571494,-0.03398844762937007,-0.0815763958516203,-0.001283356150666631,-0.10077456134087248,-0.11771835368733817,-0.007252948143656891,-0.03100978210568428,-0.0626117140054692,8.86367416381836,-0.09037711636978014,0.3785678596956596,0.34685173630714444,-0.001283356150666631,1.6075936555862427,0.2032029628753662,0.16574683785438538,-0.0065722726285457975,0.09221277385950087,0
