,al_pitch,al_roll,al_yaw,angular_x,angular_y,angular_z,linear_acc_bodyx,linear_acc_bodyy,linear_acc_bodyz,pidz_out,pidzv_out,pidzv_out_limited,pos_x,pos_y,pos_z,time,velocity_x,velocity_y,velocity_z
0,0.0047342149455944955,-0.013395112944057383,-0.0006589534304024587,0.7100741863250732,0.010807618498802185,0.004301432054489849,-0.011890538036823273,0.045269086956979045,9.797317504882812,-0.012296438217163086,0.5474102015597746,0.5474654509810344,-0.04402171447873127,-0.0006589534304024587,1.012296438217163,0.020643949508666992,0.031718946993350976,-0.023399479687213905,-0.008001581765711304
1,0.004375440654290854,-0.005959309619988034,-0.0004633373663159294,-1.4561266899108887,-0.03799475356936455,0.0040606902912259145,-0.009177440777420998,-0.05033178254961841,10.30334186553955,-0.01209115982055664,0.5396662884862162,0.5396810372610333,-0.044101592153310894,-0.0004633373663159294,1.0120911598205566,0.04131197929382324,0.032402031123638146,-0.02350484766066075,0.00502463942393661
2,0.004375440654290854,-0.005959309619988034,-0.0004633373663159294,-1.4561266899108887,-0.03799475356936455,0.0040606902912259145,-0.014850160107016563,-0.004316851962356472,10.511799812316895,-0.01209115982055664,0.5396149410884827,0.5396296884600045,-0.044101592153310894,-0.0004633373663159294,1.0120911598205566,0.06183981895446777,0.032402031123638146,-0.02350484766066075,0.00502463942393661
3,0.0034867803451545704,0.005770435531684332,-0.00037609146629738135,1.162311315536499,-0.03955818712711334,0.000541895453352486,-0.02335738204419613,0.05472579225897918,10.540143966674805,-0.012448668479919434,0.5216179128196091,0.5216297682270071,-0.0443638749420644,-0.00037609146629738135,1.0124486684799194,0.08234691619873047,0.03241154924035071,-0.017927220091223724,0.03442779555916787
4,0.0034867803451545704,0.005770435531684332,-0.00037609146629738135,1.162311315536499,-0.03955818712711334,0.000541895453352486,-0.017159730195999146,-0.05397360399365273,12.420574188232422,-0.012448668479919434,0.5214772834274919,0.5214891356386447,-0.0443638749420644,-0.00037609146629738135,1.0124486684799194,0.10287094116210938,0.03241154924035071,-0.017927220091223724,0.03442779555916787
5,0.002276009880214342,-0.005299516063796376,-0.0003394981375642924,-1.6461814641952515,-0.0654020607471466,0.0038081659004092295,-0.0277238916605711,-0.010509974323211782,10.767291069030762,-0.01497197151184082,0.4804255990330131,0.48043358983287165,-0.04410870373249066,-0.0003394981375642924,1.0149719715118408,0.12336587905883789,0.03241346031427381,-0.017839223146438606,0.09975035488605499
6,0.0007692051174372561,-0.0021032445851118047,-0.00017538125831349771,1.2157624959945679,-0.021135801449418068,0.0032345578074455287,-0.03340275585651398,0.07430740445852421,11.607612609863281,-0.019907832145690918,0.4187136646006257,0.4187147145929515,-0.04396054893732083,-0.00017538125831349771,1.019907832145691,0.14388489723205566,0.03158133476972578,-0.011299993842840202,0.1965852528810501
7,0.0007692051174372561,-0.0021032445851118047,-0.00017538125831349771,1.2157624959945679,-0.021135801449418068,0.0032345578074455287,-0.012147338129580021,-0.032434295862911425,13.935352325439453,-0.019907832145690918,0.41806418534554546,0.41806523370919685,-0.04396054893732083,-0.00017538125831349771,1.019907832145691,0.16432881355285645,0.03158133476972578,-0.011299993842840202,0.1965852528810501
8,0.0003880127885525822,-0.02796349598447152,-0.00012698883998037166,0.310155987739563,0.025036126375198364,-0.002146289683878425,-0.003493330907076597,-0.02373996004462088,12.565584182739258,-0.027597427368164062,0.358330012017861,0.3584701840133565,-0.04405994340777409,-0.00012698883998037166,1.027597427368164,0.18474388122558594,0.031066706404089893,-0.002954013878479607,0.286880224943161
9,0.0003880127885525822,-0.02796349598447152,-0.00012698883998037166,0.310155987739563,0.025036126375198364,-0.002146289683878425,0.004447161220014095,0.07528264820575853,11.368782043457031,-0.027597427368164062,0.357386579060927,0.35752638200310366,-0.04405994340777409,-0.00012698883998037166,1.027597427368164,0.2051839828491211,0.031066706404089893,-0.002954013878479607,0.286880224943161
