,action_p,action_r,action_z,al_pitch,al_roll,al_yaw,angular_x,angular_y,angular_z,linear_acc_bodyx,linear_acc_bodyy,linear_acc_bodyz,pidz_out,pidzv_out,pos_x,pos_y,pos_z,time,velocity_x,velocity_y,velocity_z,winlose
0,-0.017735045608646315,-0.017930429983474577,1.5071341403834522,0.0004968761157706566,4.917094460996017e-05,1.3162032894377742e-05,1.48338490923995e-05,-0.00012947910918403798,-1.5941516108764194e-05,-0.09203951060771942,-0.0025371962692576555,9.809176445007324,-0.06789089322090153,0.5103711267363931,0.3046452403068544,1.3162032894377742e-05,1.5072280168533325,0.03514695167541504,0.22877579927444458,0.00794323906302447,-0.015541786327958135,0
1,-0.03463598233018852,-0.03731992717932598,1.504535518888384,0.0004968761157706566,4.917094460996017e-05,1.3162032894377742e-05,1.48338490923995e-05,-0.00012947910918403798,-1.5941516108764194e-05,-0.09203951060771942,-0.0025371962692576555,9.809176445007324,-0.013073404041044505,0.534817206637984,0.3046452403068544,1.3162032894377742e-05,1.5072280168533325,0.04253506660461426,0.22877579927444458,0.00794323906302447,-0.015541786327958135,0
2,-0.05248039978178748,-0.056070243238092426,1.4904907621107994,0.0005137994587154659,5.1499216912561185e-05,1.3163047095321621e-05,-1.54597841454453e-05,1.8708900533950074e-05,3.8578326546946464e-06,-0.08855251967906952,-0.002159032039343109,9.811178207397461,-0.03625087813630786,0.516150815331681,0.31128388643264787,1.3163047095321621e-05,1.5070782899856567,0.06528806686401367,0.23118238151073456,0.007958599366247602,-0.01480415742844346,0
3,-0.06803933055639826,-0.07506470497970429,1.4814697996973991,0.0005137994587154659,5.1499216912561185e-05,1.3163047095321621e-05,-1.54597841454453e-05,1.8708900533950074e-05,3.8578326546946464e-06,-0.08883045613765717,-0.0017929074820119042,9.815959930419922,-0.13933016699183806,0.47266077143707347,0.31128388643264787,1.3163047095321621e-05,1.5070782899856567,0.08428812026977539,0.23118238151073456,0.007958599366247602,-0.01480415742844346,0
4,-0.08472033572747178,-0.09392432141070237,1.470125038402155,-0.0025310679963114293,-0.003556969900807928,-6.141635426720159e-05,2.521711586770748e-05,0.0002619419925881255,2.3297248195823007e-06,-0.08276622742414474,-0.00743118580430621,10.214859008789062,-0.20029595504026876,0.46042772088331274,0.3199101388454439,-6.141635426720159e-05,1.5071420669555664,0.10386300086975098,0.23452875018119812,0.007525705266743846,-0.0040230951271951485,0
5,-0.10089940064814859,-0.11343326607351197,1.4630018714405595,-0.0025310679963114293,-0.003556969900807928,-6.141635426720159e-05,2.521711586770748e-05,0.0002619419925881255,2.3297248195823007e-06,-0.07874838262796402,-0.011282140389083588,10.023297309875488,-0.2817196811077567,0.4275250411526849,0.3199101388454439,-6.141635426720159e-05,1.5071420669555664,0.12401008605957031,0.23452875018119812,0.007525705266743846,-0.0040230951271951485,0
6,-0.1190268426224777,-0.1331747511041286,1.4544555124379692,-0.00848431410908551,-0.010358325859913744,-0.00017615346993672324,-0.04122441565818156,-0.03464123466845113,-0.0008509360904968695,-0.08373771607875824,-0.011592458002268154,9.089016914367676,-0.32988056614229555,0.41903164620042266,0.32805234193801897,-0.00017615346993672324,1.5070644617080688,0.14386391639709473,0.24005915224552155,0.004363934975117392,-0.025070950388908414,0
7,-0.13951229885998617,-0.15090109174419064,1.460139255914837,-0.02469035583417338,-0.028853872715463906,-0.0003051542645035699,-0.10678233447044763,-0.09260131166943028,-0.0018946848775981751,-0.07881266623735428,-0.014416287653147121,8.601579666137695,-0.39036072531739413,0.4077806626447231,0.3363816142082216,-0.0003051542645035699,1.5058484077453613,0.1636190414428711,0.2488139122724533,-0.0019299654522911267,-0.08234953880310061,0
8,-0.15785339693938308,-0.16868010262465488,1.457823039922863,-0.02469035583417338,-0.028853872715463906,-0.0003051542645035699,-0.10678233447044763,-0.09260131166943028,-0.0018946848775981751,-0.08183415979146957,-0.014776645228265762,7.78457498550415,-0.33483495916133865,0.46395249694762586,0.3363816142082216,-0.0003051542645035699,1.5058484077453613,0.18345308303833008,0.2488139122724533,-0.0019299654522911267,-0.08234953880310061,0
9,-0.17852114663124424,-0.1775806916984997,1.4673066897131501,-0.04684996706446045,-0.05395529730999657,0.00010339633304502072,-0.2952649903867664,-0.2581374073454386,-0.0027493296049823633,-0.08215543627738953,-0.01821660436689765,7.263495445251465,-0.3561367314991551,0.4368984718246792,0.3463921546936037,0.00010339633304502072,1.5016350746154785,0.20306015014648438,0.2629111111164093,-0.01389622502028948,-0.17606870830059054,0
10,-0.1952960466393438,-0.19092105582203092,1.4766789350844918,-0.04684996706446045,-0.05395529730999657,0.00010339633304502072,-0.2952649903867664,-0.2581374073454386,-0.0027493296049823633,-0.07479678839445114,-0.021951192989944506,7.394059181213379,-0.25259453545091753,0.5287083005166283,0.3463921546936037,0.00010339633304502072,1.5016350746154785,0.22382497787475586,0.2629111111164093,-0.01389622502028948,-0.17606870830059054,0
11,-0.20687982812213565,-0.1975409195209866,1.4834524742700157,-0.059082258647569864,-0.06794983450093148,0.0004991282619630618,-0.4413837735889507,-0.3881408543395976,0.0026509227547550076,-0.07498063892126083,-0.016762558370827654,7.955297946929932,-0.18940074802125015,0.5275296359486782,0.3555258214473726,0.0004991282619630618,1.4953261613845825,0.24437594413757324,0.281476616859436,-0.03142094984650618,-0.23775932192802432,0
12,-0.2238297242809262,-0.19582743727029248,1.4917340755201873,-0.08821743825584903,-0.09744400850231225,0.0018769911890394,-0.43890692160597405,-0.3850407720585274,0.0065130237919831906,-0.06990225613117218,-0.026687268167733078,8.731780052185059,-0.09608721445491722,0.5880857782863694,0.3637840151786806,0.0018769911890394,1.4888440370559692,0.26326513290405273,0.3052492141723632,-0.054899536073207925,-0.24551723897457126,0
13,-0.2335365425356744,-0.1891184793927501,1.4998483336307105,-0.08821743825584903,-0.09744400850231225,0.0018769911890394,-0.43890692160597405,-0.3850407720585274,0.0065130237919831906,-0.05827470123767853,-0.03169761225581046,10.043107032775879,0.008128401562401858,0.6157305373671181,0.3637840151786806,0.0018769911890394,1.4888440370559692,0.2827470302581787,0.3052492141723632,-0.054899536073207925,-0.24551723897457126,0
14,-0.23227917514604718,-0.18302094376250364,1.48925057509914,-0.1212997531563467,-0.12677735047878086,0.00396558525910827,-0.6846913327683779,-0.6472431293513418,0.02359165619102096,-0.05611506849527359,-0.027825182303784994,10.470219612121582,0.061713517567680294,0.6236622711229981,0.3774440288543703,0.00396558525910827,1.4798911809921265,0.3028750419616699,0.35672786831855774,-0.10604277253150948,-0.19007652997970587,0
15,-0.23344387349128323,-0.17689297161644907,1.4851165590025481,-0.1212997531563467,-0.12677735047878086,0.00396558525910827,-0.6846913327683779,-0.6472431293513418,0.02359165619102096,-0.03161494433879852,-0.055175729095934274,12.661592483520508,0.04541321394553158,0.5838120275324005,0.3774440288543703,0.00396558525910827,1.4798911809921265,0.3236241340637207,0.35672786831855774,-0.10604277253150948,-0.19007652997970587,0
16,-0.23061411116484878,-0.1710122559285026,1.4726712390221652,-0.1315996501626993,-0.13732065331826213,0.004632121933544753,-0.7041467507741861,-0.7191673702619872,0.035040829844302436,-0.028974264860153198,-0.036658219993112806,13.586906433105469,0.015282798235060218,0.58142521101167,0.3903976976871492,0.004632121933544753,1.475518822669983,0.34283900260925293,0.41767343878746027,-0.16604432463645943,-0.07453774660825735,0
17,-0.2307018270645542,-0.16210627542451705,1.4581819525845345,-0.16400111538137016,-0.15474920224295363,0.0075508594531877304,-0.5536370914961265,-0.5596217173218494,0.02931560430802172,-0.0059261322021484375,-0.05504854395985433,13.886225700378418,-0.04322588198991706,0.5076860384790858,0.40425157546997087,0.0075508594531877304,1.4749009609222412,0.36286497116088867,0.48230874538421625,-0.22493840754032146,0.02485341951251024,0
18,-0.24014671327785633,-0.15321337098750232,1.444136598680168,-0.16400111538137016,-0.15474920224295363,0.0075508594531877304,-0.5536370914961265,-0.5596217173218494,0.02931560430802172,-0.022631287574768066,-0.06056616827845412,13.188430786132812,-0.14339227641834196,0.44365576437955134,0.40425157546997087,0.0075508594531877304,1.4749009609222412,0.38364195823669434,0.48230874538421625,-0.22493840754032146,0.02485341951251024,0
19,-0.2376163554924054,-0.1445076710362443,1.4302434704937037,-0.18307069912473525,-0.1639976990482775,0.009325638689744174,-0.5645612820582235,-0.7677895452863213,0.05650559068173307,-0.018787510693073273,-0.05359850451350064,12.083578109741211,-0.2421043619785674,0.42863504439684663,0.42271888256073015,0.009325638689744174,1.4770907163619995,0.40268802642822266,0.553951859474182,-0.2877751886844636,0.07460042089223855,0
20,-0.23736431015164133,-0.13580319655648285,1.4161861749030646,-0.18307069912473525,-0.1639976990482775,0.009325638689744174,-0.5645612820582235,-0.7677895452863213,0.05650559068173307,-0.017212525010108948,-0.055632952600716254,10.559185028076172,-0.3561717846817364,0.36886382198242873,0.42271888256073015,0.009325638689744174,1.4770907163619995,0.42389893531799316,0.553951859474182,-0.2877751886844636,0.07460042089223855,0
21,-0.2388168218723326,-0.12469778414404192,1.4012033628113565,-0.19311138279945578,-0.1643936619367942,0.010135875816649889,-0.4444343363863158,-0.6786127772348205,0.054186634112052476,-0.02731124311685562,-0.060119867324828005,8.929363250732422,-0.4541691052130074,0.3482796523035809,0.44505190849304216,0.010135875816649889,1.4793238639831543,0.44277310371398926,0.6177359223365783,-0.3384808599948884,0.024224463850259705,0
22,-0.2438854204877854,-0.11011851314760021,1.3845503739900884,-0.20706199095601666,-0.16424912289334934,0.010637075754314338,-0.2708115618531772,-0.5124262088202005,0.04100586213939677,-0.026906818151474,-0.05793374776840114,7.814188480377197,-0.5770413602758779,0.329153384625618,0.46597492694854753,0.010637075754314338,1.478615403175354,0.46306395530700684,0.6629568934440612,-0.37157750129699724,-0.08408004790544518,0
23,-0.24363798275966364,-0.09553801191129034,1.3673533406741913,-0.20706199095601666,-0.16424912289334934,0.010637075754314338,-0.2708115618531772,-0.5124262088202005,0.04100586213939677,-0.03364209830760956,-0.05415928363799968,6.586157321929932,-0.6889579908123076,0.3371926199916119,0.46597492694854753,0.010637075754314338,1.478615403175354,0.48278307914733887,0.6629568934440612,-0.37157750129699724,-0.08408004790544518,0
24,-0.2397210155636055,-0.07875918217950408,1.3519949774034317,-0.21798210223470918,-0.15579598557350938,0.010205125411339448,-0.16068020273029743,-0.48183797385340393,0.030868503808085593,-0.038284704089164734,-0.05438054725527691,5.891539096832275,-0.8110760972998132,0.2813272977905543,0.48936876654624956,0.010205125411339448,1.4730061292648315,0.5033779144287109,0.7043648958206176,-0.3988331556320192,-0.239771991968155,0
25,-0.23743910271744664,-0.06197649483510795,1.3325317442901428,-0.21798210223470918,-0.15579598557350938,0.010205125411339448,-0.16068020273029743,-0.48183797385340393,0.030868503808085593,-0.0384240597486496,-0.054201256483792606,5.32926607131958,-0.8768058623622579,0.3388539265730113,0.48936876654624956,0.010205125411339448,1.4730061292648315,0.5227301120758057,0.7043648958206176,-0.3988331556320192,-0.239771991968155,0
