,action_p,action_r,action_y,action_z,al_pitch,al_roll,al_yaw,angular_x,angular_y,angular_z,linear_acc_bodyx,linear_acc_bodyy,linear_acc_bodyz,pidz_out,pidzv_out,pidzv_out_limited,pos_x,pos_y,pos_z,time,velocity_x,velocity_y,velocity_z
0,0,0.010609529370963412,0,1.021252664691946,0.0008072472608368984,0.0061598120857500405,-0.0011062341159155831,0.1610228270292282,-0.003508152440190315,0.002406092127785087,-0.002033999189734459,0.05275659635663161,10.50954818725586,0.42999128127489217,-0.15531325340270996,0.4299995791489213,-0.08470895141363162,-0.0011062341159155831,1.15531325340271,0.0215761661529541,0.016465177759528177,0.06243730336427688,-0.019900588318705555
1,0,0.020816635321761867,0,1.0418908105994136,-0.00015612784827453887,-0.010604944444184392,-0.0008894103887970244,1.1147983074188232,-0.019743582233786583,0.0007416454609483504,0.001288706436753273,0.054460868239403964,9.729649543762207,0.4487183642836782,-0.13406058871076398,0.44872702354869937,-0.08516132086515445,-0.0008894103887970244,1.1548274755477905,0.042220115661621094,0.01607235707342626,0.06808996200561523,-0.010867339558899401
2,0,0.030770507649985054,0,1.0623929575152533,-0.00015612784827453887,-0.010604944444184392,-0.0008894103887970244,1.1147983074188232,-0.019743582233786583,0.0007416454609483504,-0.0029284199699759483,-0.03270106762647503,10.22962760925293,0.45568505514161267,-0.11293666494837695,0.4557106861715372,-0.08516132086515445,-0.0008894103887970244,1.1548274755477905,0.06284809112548828,0.01607235707342626,0.06808996200561523,-0.010867339558899401
3,0,0.0404060035960967,0,1.0828069156575664,-0.0013727306113759342,-0.011354812240076022,-0.0007910708012092376,-1.4309771060943604,-0.022733774036169052,0.0036318374332040574,-0.0015127798542380333,-0.0010787285864340384,10.449113845825195,0.47120039815552095,-0.09243451803253722,0.4712269018807788,-0.08558546751737613,-0.0007910708012092376,1.1547033786773682,0.08346819877624512,0.01550794299691917,0.06658857315778732,-0.0029744978528469784
4,0,0.0495968848408505,0,1.1030462722884713,-0.001722083201417583,-0.020589188169482683,-0.0007020091919210014,-0.02426605112850666,-0.02934853546321392,0.004332599230110649,0.014602161943912506,0.08593749254942068,10.440077781677246,0.47879080107062516,-0.07189646301980179,0.4788221195430084,-0.08691284060478228,-0.0007020091919210014,1.1553657054901123,0.10406017303466797,0.014320910908281814,0.07246852666139603,0.03600316494703293
5,0,0.058272335325312986,0,1.1231352356435766,-0.001722083201417583,-0.020589188169482683,-0.0007020091919210014,-0.02426605112850666,-0.02934853546321392,0.004332599230110649,0.020556017756462097,-0.007888279855249777,12.531170845031738,0.460297493922383,-0.05231943320164101,0.46039575725597176,-0.08691284060478228,-0.0007020091919210014,1.1553657054901123,0.12469315528869629,0.014320910908281814,0.07246852666139603,0.03600316494703293
6,0,0.0663465450704694,0,1.143060623413645,-0.0012979302488073555,0.020081820657628677,-0.00040527126945818083,-1.069771409034729,-0.002218298846855759,0.0028363950550556187,0.021965667605400085,-0.03217182308435299,11.47512435913086,0.48020132735972815,-0.03223046984653566,0.48030383972150104,-0.08768532425165194,-0.00040527126945818083,1.1569831371307373,0.14540815353393555,0.014259488321840765,0.06490294635295868,0.09475068747997284
7,0,0.07370735947693512,0,1.1627270562137852,0.001081168032328001,0.016047974796397503,-0.0004817611369700789,2.270291805267334,0.009156857617199421,-0.005582570098340512,0.028207704424858093,0.10751987993717342,12.153888702392578,0.4426839435720537,-0.01392251371709241,0.4427735942111677,-0.08857942372560519,-0.0004817611369700789,1.161242127418518,0.16602015495300293,0.01444512885063886,0.06620876491069794,0.1690993309020996
8,0,0.0802700790564819,0,1.1820768996357436,0.001081168032328001,0.016047974796397503,-0.0004817611369700789,2.270291805267334,0.009156857617199421,-0.005582570098340512,0.015593633987009525,0.04495662450790555,12.255194664001465,0.39844872047674795,0.001484928795267182,0.3985002666340141,-0.08857942372560519,-0.0004817611369700789,1.161242127418518,0.18665003776550293,0.01444512885063886,0.06620876491069794,0.1690993309020996
9,0,0.0859867877590579,0,1.201139286516161,0.0013334721619374702,0.04453565216678624,-0.0005997945078652108,-0.7622528672218323,0.014948161318898201,-0.004115313757210972,-0.0003736782819032669,-0.0563668645918356,10.887001991271973,0.4235593500514558,0.020834772217225517,0.4236141446981626,-0.08924531191587466,-0.0005997945078652108,1.1690502166748047,0.20730113983154297,0.014612914994358997,0.04933078959584236,0.23486271500587463
