,action_p,action_r,action_z,al_pitch,al_roll,al_yaw,angular_x,angular_y,angular_z,linear_acc_bodyx,linear_acc_bodyy,linear_acc_bodyz,pidz_out,pidzv_out,pidzv_out_limited,pos_x,pos_y,pos_z,time,velocity_x,velocity_y,velocity_z
0,0,0,1.0,0.0041902325880309975,0.022443921798421838,-0.0005219948569942264,0.34807494282722473,-0.02040797285735607,-0.00485698692500591,-0.038838449865579605,-0.03466139733791234,9.562995910644531,-0.05815696716308594,1.0036416575312614,0.5501433844430259,-0.05918519571423542,-0.0005219948569942264,1.058156967163086,0.02063298225402832,0.04244804382324218,-0.05268456414341927,-0.06422639638185501
1,0,0,1.0,0.0041902325880309975,0.022443921798421838,-0.0005219948569942264,0.34807494282722473,-0.02040797285735607,-0.00485698692500591,-0.031263384968042374,0.014515876770020761,10.042457580566406,-0.05815696716308594,1.0036416575312614,0.5501433844430259,-0.05918519571423542,-0.0005219948569942264,1.058156967163086,0.04102492332458496,0.04244804382324218,-0.05268456414341927,-0.06422639638185501
2,0,0,1.0,0.0038048695697185707,-0.0028494704112081506,-0.0005819071575735326,0.1258995085954666,-0.003456010250374675,0.00023281446192413612,-0.027149226516485214,0.06212431192398202,10.662660598754883,-0.05725252628326416,1.0024133801460267,0.5500062140891002,-0.05967402085661899,-0.0005819071575735326,1.0572525262832642,0.06142997741699219,0.04176632314920425,-0.050722952932119376,-0.06127482652664184
3,0,0,1.0,0.0038048695697185707,-0.0028494704112081506,-0.0005819071575735326,0.1258995085954666,-0.003456010250374675,0.00023281446192413612,-0.017705444246530533,-0.04498517513275,11.951059341430664,-0.05725252628326416,1.0024133801460267,0.5500062140891002,-0.05967402085661899,-0.0005819071575735326,1.0572525262832642,0.08187580108642578,0.04176632314920425,-0.050722952932119376,-0.06127482652664184
4,0,0,1.0,0.004256291741292013,0.007305102672295175,-0.0004802734959403378,-1.4434599876403809,0.012099113315343857,0.0025614951737225043,-0.025499606505036354,-0.02685429714619966,12.051078796386719,-0.057078003883361816,0.9778776105493308,1.0000357411755876,-0.059977568686008564,-0.0004802734959403378,1.0570780038833618,0.10234594345092773,0.04171439260244368,-0.054121498018503196,-0.020207354798913
5,0,0,1.0,0.004356061272377976,-0.015850456489516766,-0.00043510074718681286,-0.7158816456794739,0.0164962038397789,0.0029009736608713844,-0.03353463485836983,0.10790686309337769,12.430285453796387,-0.059403419494628906,0.9203825324773789,1.0001351205386841,-0.060136012732982747,-0.00043510074718681286,1.059403419494629,0.12279582023620605,0.041873902082443216,-0.04715544730424882,0.07329235970973969
6,0,0,1.0,0.004356061272377976,-0.015850456489516766,-0.00043510074718681286,-0.7158816456794739,0.0164962038397789,0.0029009736608713844,-0.024542341008782387,-0.009191645309327657,11.236288070678711,-0.059403419494628906,0.9203825324773789,1.0001351205386841,-0.060136012732982747,-0.00043510074718681286,1.059403419494629,0.1432018280029297,0.041873902082443216,-0.04715544730424882,0.07329235970973969
7,0,0,1.0,0.005931239004072028,0.0368315434815985,-0.0003279821689368292,-0.11532893031835556,0.010918457992374897,-0.0007399664027616395,-0.0394892692565918,-0.0473879724740965,13.920848846435547,-0.06352293491363525,0.8704245656728745,1.0006962668908232,-0.060155246406793705,-0.0003279821689368292,1.0635229349136353,0.1636638641357422,0.04259378090500828,-0.05731679499149323,0.15243612229824066
8,0,0,1.0,0.004357352208925947,0.020046409501555954,-0.0006125848003960048,1.0946714878082275,-0.03866196796298027,-0.012419284321367735,-0.04000334441661835,0.05160605162382262,11.083612442016602,-0.07121443748474121,0.8384184986352922,1.0002104581583064,-0.059802126139402494,-0.0006125848003960048,1.0712144374847412,0.1841108798980713,0.04268449544906613,-0.06200982630252839,0.19808806478977203
9,0,0,1.0,0.004357352208925947,0.020046409501555954,-0.0006125848003960048,1.0946714878082275,-0.03866196796298027,-0.012419284321367735,-0.03940115496516228,0.04234520345926403,9.616634368896484,-0.07121443748474121,0.8384184986352922,1.0002104581583064,-0.059802126139402494,-0.0006125848003960048,1.0712144374847412,0.20453286170959473,0.04268449544906613,-0.06200982630252839,0.19808806478977203
10,0,0,1.0,0.004307810921052287,0.04439246887138107,-0.0008894151547594638,0.7061941623687744,0.0031018424779176695,-0.013866120018064976,-0.04147445410490036,-0.03536994010209886,12.324593544006348,-0.07960379123687744,0.8235162526369096,1.0009954432229902,-0.06007146090269099,-0.0008894151547594638,1.0796037912368774,0.2249767780303955,0.041853487491607624,-0.07391202449798585,0.21453578770160675
11,0,0,1.0,0.004307810921052287,0.04439246887138107,-0.0008894151547594638,0.7061941623687744,0.0031018424779176695,-0.013866120018064976,-0.029911387711763382,0.003466108813883171,10.58912467956543,-0.07960379123687744,0.8235162526369096,1.0009954432229902,-0.06007146090269099,-0.0008894151547594638,1.0796037912368774,0.24547386169433594,0.041853487491607624,-0.07391202449798585,0.21453578770160675
12,0,0,1.0,0.0034783095840453895,0.015925813898860625,-0.0014786804481571277,-0.26230597496032715,0.007972159422934054,-0.014584750868380071,-0.030853018164634705,0.04307049885392292,8.389863967895508,-0.08739626407623291,0.8259182065725328,1.0001328792939308,-0.06061508879065524,-0.0014786804481571277,1.087396264076233,0.26590681076049805,0.04111448302865024,-0.07758605480194093,0.20274005830287933
13,0,0,1.0,0.005620972490621009,0.023008052237869767,-0.00191747017663523,-0.5272029638290405,0.03908054903149605,-0.010592645965516572,-0.030363937839865685,-0.00018981285393139337,8.061909675598145,-0.09483873844146729,0.8790368214249612,1.0002805456845867,-0.06105253472924243,-0.00191747017663523,1.0948387384414673,0.28641486167907715,0.04031887277960774,-0.0809803530573845,0.10676655918359756
14,0,0,1.0,0.005620972490621009,0.023008052237869767,-0.00191747017663523,-0.5272029638290405,0.03908054903149605,-0.010592645965516572,-0.028934933245182037,0.00814336724579461,10.360154151916504,-0.09483873844146729,0.8790368214249612,1.0002805456845867,-0.06105253472924243,-0.00191747017663523,1.0948387384414673,0.30690598487854004,0.04031887277960774,-0.0809803530573845,0.10676655918359756
15,0,0,1.0,0.006033309702293799,0.012978269554930947,-0.0020588039915662736,-0.18608541786670685,0.011047678999602795,-0.004950383212417366,-0.023791618645191193,0.048027426004411414,13.254364967346191,-0.09876036643981934,0.8621468394994737,1.0001024258732085,-0.06098191067576419,-0.0020588039915662736,1.0987603664398193,0.3274049758911133,0.0409416742622852,-0.08324242383241655,0.13099490106105804
16,0,0,1.0,0.006033309702293799,0.012978269554930947,-0.0020588039915662736,-0.18608541786670685,0.011047678999602795,-0.004950383212417366,-0.025956666097044945,-0.0019614733755573613,12.181353569030762,-0.09876036643981934,0.8621468394994737,1.0001024258732085,-0.06098191067576419,-0.0020588039915662736,1.0987603664398193,0.34802699089050293,0.0409416742622852,-0.08324242383241655,0.13099490106105804
17,0,0,1.0,0.006877850734583844,0.02442169963349312,-0.0019419205013479675,-0.5236178636550903,0.03149591013789177,0.007436730433255431,-0.03268132358789444,-0.0002706758677948539,8.903158187866211,-0.10555374622344971,0.8463175594806672,1.000321943768839,-0.060682568699121586,-0.0019419205013479675,1.1055537462234497,0.36860179901123047,0.0418375693261623,-0.08995837718248369,0.1505836546421051
18,0,0,1.0,0.007783091085962711,0.005729232073671902,-0.0015494630504084355,0.47851163148880005,0.026238182559609413,0.009019246324896809,-0.03452359512448311,0.042673900723458405,8.716205596923828,-0.11037790775299072,0.8784516125917435,1.0000467017895813,-0.060539014637470356,-0.0015494630504084355,1.1103779077529907,0.3891749382019043,0.04198138043284413,-0.0888442099094391,0.09220273792743683
