,action_r,action_y,action_z,al_pitch,al_roll,al_yaw,pos_x,pos_y,pos_z,time
0,0.02623952627182007,-0.04987756907939911,1.8870893561840056,-9.448738469607866e-07,7.751609953828397e-05,1.9218925007608187e-05,-0.04536437988281225,1.9218925007608187e-05,1.92164146900177,0.061540842056274414
1,0.018915724009275436,-0.09911883473396302,1.8783035457134245,-9.448738469607866e-07,7.751609953828397e-05,1.9218925007608187e-05,-0.04536437988281225,1.9218925007608187e-05,1.92164146900177,0.08601999282836914
2,0.034746179729700094,-0.14908579885959627,1.8689196825027463,-5.748734226096617e-06,4.1007579065895165e-05,2.107330496807417e-05,-0.04576076567172979,2.107330496807417e-05,1.9344416856765747,0.10900688171386719
3,0.006847653537988666,-0.1983334004878998,1.8607836139202116,-0.001009301190939653,0.0004337191076665439,2.987397498967435e-05,-0.04618521034717535,2.987397498967435e-05,1.946622610092163,0.13318490982055664
4,-0.0149381048977375,-0.2411889344453812,1.8551107561588285,-0.02086924573296137,0.00637281839098119,0.00013109557600205518,-0.04659407958388303,0.00013109557600205518,1.9552521705627441,0.15661883354187012
5,-0.05008986368775367,-0.26857078373432164,1.849815101623535,-0.02086924573296137,0.00637281839098119,0.00013109557600205518,-0.04659407958388303,0.00013109557600205518,1.9552521705627441,0.17987489700317383
6,-0.05678594559431076,-0.31295720934867866,1.844893020391464,-0.04160871578725204,0.009974170785053303,0.0001675706092014162,-0.04685633257031415,0.0001675706092014162,1.9621896743774414,0.20311999320983887
7,-0.08373508304357528,-0.3578532427549363,1.8480128496885297,-0.0877034508434723,0.005453399154981662,-0.0001213385419483958,-0.04666208103299115,-0.0001213385419483958,1.965234637260437,0.22649002075195312
8,-0.12875447422266006,-0.3997197002172471,1.8422604280710217,-0.0877034508434723,0.005453399154981662,-0.0001213385419483958,-0.04666208103299115,-0.0001213385419483958,1.965234637260437,0.24946093559265137
9,-0.1107179880142212,-0.43949646651744856,1.841962355561554,-0.14522132004967062,-0.01322109538817612,-0.00021395154945260555,-0.04553192108869527,-0.00021395154945260555,1.965960144996643,0.27356886863708496
10,-0.11931152418255807,-0.4536757692694665,1.848390739150345,-0.17533261259061264,-0.021026315426384126,-8.531671621447466e-06,-0.04321139678359006,-8.531671621447466e-06,1.9643036127090454,0.2966439723968506
11,-0.13053370565176012,-0.48976120799779904,1.8527601777389642,-0.17533261259061264,-0.021026315426384126,-8.531671621447466e-06,-0.04321139678359006,-8.531671621447466e-06,1.9643036127090454,0.3198089599609375
12,-0.11921512559056284,-0.5316888257861139,1.857192374654114,-0.24506771356888457,-0.05246504270160484,0.0011920334549282178,-0.0399464108049867,0.0011920334549282178,1.9615423679351807,0.34479784965515137
13,-0.12043052176013591,-0.55,1.8654708184674378,-0.30740629201206016,-0.06856879249485143,0.002863367953818733,-0.03284567221999143,0.002863367953818733,1.955618977546692,0.3678569793701172
14,-0.10600240090861919,-0.55,1.8735745044425125,-0.33826649319671365,-0.08331963744922581,0.003889766832128084,-0.024438662454485637,0.003889766832128084,1.9496625661849976,0.39098596572875977
15,-0.0864586220122874,-0.55,1.8825164367631073,-0.33826649319671365,-0.08331963744922581,0.003889766832128084,-0.024438662454485637,0.003889766832128084,1.9496625661849976,0.41456103324890137
16,-0.08548144707456234,-0.55,1.8913971843197936,-0.4009315462882398,-0.09324431570838868,0.006557942653274697,-0.011105360463261351,0.006557942653274697,1.9419296979904175,0.43804383277893066
17,-0.09716653162613514,-0.55,1.9004521592333907,-0.4493208989167288,-0.10274609400724648,0.00870289487058689,0.00886146537959601,0.00870289487058689,1.9339802265167236,0.46118903160095215
18,-0.1201619007624686,-0.55,1.909356981106102,-0.4493208989167288,-0.10274609400724648,0.00870289487058689,0.00886146537959601,0.00870289487058689,1.9339802265167236,0.48461294174194336
19,-0.0970405914820731,-0.55,1.9178442390635604,-0.46830338320640436,-0.09823971223681097,0.009238972774052208,0.029771005734801542,0.009238972774052208,1.928240418434143,0.5078539848327637
20,-0.053666151408106114,-0.55,1.9250738032534713,-0.4957330027408457,-0.10548388416175168,0.009838245711108995,0.060461021959781897,0.009838245711108995,1.9230650663375854,0.5312349796295166
21,-0.01711672032251956,-0.55,1.9332833220437164,-0.5168913596936704,-0.10555403148113421,0.009807683075366353,0.09541354328393961,0.009807683075366353,1.9198938608169556,0.5555248260498047
22,0.02988918637856839,-0.5411604441702367,1.9386543228104707,-0.5168913596936704,-0.10555403148113421,0.009807683075366353,0.09541354328393961,0.009807683075366353,1.9198938608169556,0.5791909694671631
23,0.06744494056329128,-0.55,1.9453330625966188,-0.5222038648902795,-0.10300702532895097,0.00962679949543482,0.1405344754457476,0.00962679949543482,1.9188541173934937,0.6024990081787109
24,0.11658992981538174,-0.55,1.947525393106043,-0.5332895481641768,-0.0771714214322507,0.008611478553925715,0.1887325942516329,0.008611478553925715,1.9201468229293823,0.6255538463592529
25,0.16207986390218138,-0.5432654932141304,1.954030851460993,-0.5332895481641768,-0.0771714214322507,0.008611478553925715,0.1887325942516329,0.008611478553925715,1.9201468229293823,0.6488020420074463
26,0.13308718716725706,-0.5387682162225247,1.9617431775107976,-0.538198119801274,-0.03738573859196191,0.007255557002509653,0.2395678758621218,0.007255557002509653,1.9234286546707153,0.6718778610229492
27,0.16934231435880065,-0.501408501714468,1.9681385115161534,-0.5400812000432056,-0.010419703261714812,0.006719536200905116,0.31102350354194663,0.006719536200905116,1.930224061012268,0.6950490474700928
28,0.19782031690701843,-0.475256934016943,1.974814164973795,-0.5400812000432056,-0.010419703261714812,0.006719536200905116,0.31102350354194663,0.006719536200905116,1.930224061012268,0.7182409763336182
29,0.16600316679105162,-0.4341910980641842,1.9819324639812106,-0.5420117975741884,0.029209171014960296,0.007087996835502596,0.3749363720417025,0.007087996835502596,1.9375587701797485,0.7412409782409668
30,0.17632825141772626,-0.39939517602324487,1.9878374532237644,-0.5348092199182253,0.06743577374730578,0.009085809662417116,0.46321076154708885,0.009085809662417116,1.949068307876587,0.7647199630737305
31,0.18573850682005286,-0.3595613084733486,1.9912798455730076,-0.5250775180902065,0.09344215632316945,0.00991588809197348,0.5271881222724917,0.00991588809197348,1.9582765102386475,0.7883589267730713
