,action_p,action_r,action_z,al_pitch,al_roll,al_yaw,angular_x,angular_y,angular_z,linear_acc_bodyx,linear_acc_bodyy,linear_acc_bodyz,pidz_out,pidzv_out,pidzv_out_limited,pos_x,pos_y,pos_z,time,velocity_x,velocity_y,velocity_z
0,0,0,1.0,0.00873086121115802,-0.006433926045752524,-0.0002190151517364993,0.27735966444015503,-0.024443700909614563,0.007317058742046359,-0.061810534447431564,-0.03657532110810164,9.466889381408691,-0.0158768892288208,1.0071760322898626,0.5500323477150904,-0.06017156690359135,-0.0002190151517364993,1.0158768892288208,0.020541906356811523,0.043794877827167566,0.2397906333208084,-0.027836943045258515
1,0,0,1.0,0.007172208411755471,-0.02885165939283143,9.978188085533548e-05,0.22516806423664093,-0.0432116761803627,0.005867406260222202,-0.058817677199840546,0.012511566281319882,9.939745903015137,-0.014522433280944824,1.0106806389987468,0.5502431467935099,-0.060267250984907345,9.978188085533548e-05,1.0145224332809448,0.040992021560668945,0.04333768039941794,0.2428743839263916,-0.03232349827885627
2,0,0,1.0,0.007172208411755471,-0.02885165939283143,9.978188085533548e-05,0.22516806423664093,-0.0432116761803627,0.005867406260222202,-0.06393850594758987,0.026963431388141005,10.462982177734375,-0.014522433280944824,1.0106806389987468,0.5502431467935099,-0.060267250984907345,9.978188085533548e-05,1.0145224332809448,0.06153702735900879,0.04333768039941794,0.2428743839263916,-0.03232349827885627
3,0,0,1.0,0.006096578175260366,-0.00965263558255899,0.00019151302451265366,0.6705036759376526,-0.059428662061691284,0.0011474905768409445,-0.06358329951763153,-0.03958536684512956,11.13061809539795,-0.013687729835510254,0.9936815520748495,1.0000651737818693,-0.06067360192537327,0.00019151302451265366,1.0136877298355103,0.08197402954101562,0.04287181422114378,0.24396994709968567,-0.0031569832935929246
4,0,0,1.0,0.004147513612801321,-0.02837526502469459,8.775436730090158e-05,0.23288260400295258,-0.003689298406243325,-0.007400658912956714,-0.05749846249818802,-0.006617389619349108,10.82030200958252,-0.013906240463256836,0.9725937224924563,1.000411317394237,-0.06104485318064709,8.775436730090158e-05,1.0139062404632568,0.10251903533935547,0.04193149507045751,0.2474333494901657,0.031770888715982444
5,0,0,1.0,0.004147513612801321,-0.02837526502469459,8.775436730090158e-05,0.23288260400295258,-0.003689298406243325,-0.007400658912956714,-0.037930481135845184,0.052039176225663765,12.502483367919922,-0.013906240463256836,0.9725937224924563,1.000411317394237,-0.06104485318064709,8.775436730090158e-05,1.0139062404632568,0.1229860782623291,0.04193149507045751,0.2474333494901657,0.031770888715982444
6,0,0,1.0,0.004181912506602267,-0.013635476401463127,-0.00036940403050226574,-1.7591954469680786,-0.018031701445579532,-0.01668123714625835,-0.007782947272062302,-0.10554842650890135,17.59842300415039,-0.01780879497528076,0.8487141132354735,1.0001017153834557,-0.06115176901221295,-0.00036940403050226574,1.0178087949752808,0.14344000816345215,0.04244035109877589,0.24740919470787048,0.23433434963226318
7,0,0,1.0,0.004181912506602267,-0.013635476401463127,-0.00036940403050226574,-1.7591954469680786,-0.018031701445579532,-0.01668123714625835,-0.014223728328943253,-0.038163635879752716,18.826574325561523,-0.01780879497528076,0.8487141132354735,1.0001017153834557,-0.06115176901221295,-0.00036940403050226574,1.0178087949752808,0.1639420986175537,0.04244035109877589,0.24740919470787048,0.23433434963226318
8,0,0,1.0,0.0048436532856574385,-0.03167536103404845,-0.0007910309473453527,1.028442144393921,0.09049320220947266,-0.022308705374598514,-0.04774535819888115,0.09025806188583593,17.961183547973633,-0.030234694480895996,0.6678002238273619,1.0005136105469723,-0.060989450663328365,-0.0007910309473453527,1.030234694480896,0.1844010353088379,0.04385476186871528,0.2608782947063446,0.5234315991401672
9,0,0,1.0,0.0025530531955671033,-0.012669602566067955,-0.0015237134237274215,-2.35264253616333,-0.10517171025276184,-0.0072138020768761505,-0.06620889902114868,-0.12496770173311013,18.03761100769043,-0.053267836570739746,0.4822555184364318,1.0000835240936674,-0.06054497137665769,-0.0015237134237274215,1.0532678365707397,0.20483994483947754,0.043597616255283314,0.2565130591392517,0.8096396327018738
