,action_p,action_r,action_z,al_pitch,al_roll,al_yaw,angular_x,angular_y,angular_z,linear_acc_bodyx,linear_acc_bodyy,linear_acc_bodyz,pidz_out,pidzv_out,pos_x,pos_y,pos_z,time,velocity_x,velocity_y,velocity_z
0,0,0,1.0,0.0048286624988151975,0.017471698913982425,-0.0004711860630189481,-1.3539233207702637,-0.0011513323988765465,0.009878559038043022,-0.03314558044075966,0.04489710554480674,9.899619102478027,0.0,1.0,-0.0538470521569253,-0.0004711860630189481,1.0538579225540161,0.020534992218017578,0.039219096302986124,-0.10442809760570528,-0.025684079155325886
1,0,0,1.0,0.005566179484352373,0.021949137334139942,-9.359982353155366e-05,1.0655772686004639,0.017757710069417953,0.006006059702485797,-0.02134154736995697,-0.009529642760752407,10.00730037689209,-0.05385792255401611,0.9830956939607859,-0.05349791795015345,-9.359982353155366e-05,1.054423451423645,0.04097700119018555,0.0397723391652107,-0.10646764934062959,-0.019941844046115872
2,0,0,1.0,0.005039485649937911,-0.005708639760163852,-9.12607773607203e-05,-0.6054368615150452,0.00950576551258564,-0.0028366616461426033,-0.02638299949467182,-0.07052741199731657,13.84943675994873,-0.05442345142364502,0.9793110355734825,-0.05392344668507586,-9.12607773607203e-05,1.0558466911315918,0.06141996383666992,0.040371298789978,-0.10853147506713869,0.06355023384094238
3,0,0,1.0,0.005039485649937911,-0.005708639760163852,-9.12607773607203e-05,-0.6054368615150452,0.00950576551258564,-0.0028366616461426033,-0.03098025731742382,0.03482295572757887,13.542675018310547,-0.0558466911315918,0.9283618450164796,-0.05392344668507586,-9.12607773607203e-05,1.0558466911315918,0.08186602592468262,0.040371298789978,-0.10853147506713869,0.06355023384094238
4,0,0,1.0,0.004742727064133316,0.010628424592399759,-0.0001649656461991348,1.7942053079605103,-0.035535044968128204,-0.0054538925178348975,-0.03367811068892479,0.010681577026845374,11.02319049835205,-0.0558466911315918,0.9283618450164796,-0.0540422648191453,-0.0001649656461991348,1.0612757205963135,0.10233497619628906,0.0405504778027534,-0.11089203506708147,0.14872832596302032
5,0,0,1.0,0.004742727064133316,0.010628424592399759,-0.0001649656461991348,1.7942053079605103,-0.035535044968128204,-0.0054538925178348975,-0.032541416585445404,-0.06600584089755882,10.69324016571045,-0.06127572059631348,0.8739975720643998,-0.0540422648191453,-0.0001649656461991348,1.0612757205963135,0.12275195121765137,0.0405504778027534,-0.11089203506708147,0.14872832596302032
6,0,0,1.0,0.0032651868750027506,0.01862340137134233,-0.0004561596068767425,-1.1761009693145752,-0.010861574672162533,-0.006724221166223286,-0.02399139478802681,-0.015219924040137427,10.563419342041016,-0.06127572059631348,0.8739975720643998,-0.054422561079263784,-0.0004561596068767425,1.0681610107421875,0.14315199851989746,0.04018549621105189,-0.1191171482205391,0.19436104595661163
7,0,0,1.0,0.0034358385850179335,0.02916111003746034,-0.0007390582844215022,-0.3090840280056,-0.0063575585372746,-0.0046999361366033545,-0.016751280054450035,0.03279562294483358,14.169647216796875,-0.0681610107421875,0.8424867659807206,-0.05429286882281313,-0.0007390582844215022,1.077771544456482,0.1635580062866211,0.04073206335306161,-0.12752224504947662,0.34456831216812134
8,0,0,1.0,0.0034358385850179335,0.02916111003746034,-0.0007390582844215022,-0.3090840280056,-0.0063575585372746,-0.0046999361366033545,-0.011754301376640797,-0.06877153366803979,11.787858009338379,-0.07777154445648193,0.7465960860252381,-0.05429286882281313,-0.0007390582844215022,1.077771544456482,0.18396902084350586,0.04073206335306161,-0.12752224504947662,0.34456831216812134
9,0,0,1.0,0.0032358453538216775,0.00129511412152952,-0.0007617752851141601,-1.4932515621185303,-0.011478609405457973,0.0011780196800827993,-0.024828782305121422,-0.022732600569724284,6.137433052062988,-0.07777154445648193,0.7465960860252381,-0.05401869118213663,-0.0007617752851141601,1.0899301767349243,0.20440387725830078,0.040623508393764426,-0.13012541830539703,0.3179439604282379
10,0,0,1.0,0.0032358453538216775,0.00129511412152952,-0.0007617752851141601,-1.4932515621185303,-0.011478609405457973,0.0011780196800827993,-0.02946653962135315,0.02234922163188531,6.0179643630981445,-0.08993017673492432,0.7552755177021027,-0.05401869118213663,-0.0007617752851141601,1.0899301767349243,0.22498202323913574,0.040623508393764426,-0.13012541830539703,0.3179439604282379
11,0,0,1.0,0.004607487804220148,-0.0016674781616371444,-0.0006567823417988892,0.2873363792896271,0.0027787017170339827,0.002336617792025208,-0.019287019968032837,-0.02510325051844029,7.436405658721924,-0.08993017673492432,0.7552755177021027,-0.05363587662577639,-0.0006567823417988892,1.1000616550445557,0.24554991722106934,0.04051512107253069,-0.12705478072166443,0.25460073351860046
12,0,0,1.0,0.004296602306545415,-0.01784572607697661,-0.0005925934603103685,-0.06910790503025055,0.027406588196754456,0.0017456407658755747,-0.024522533640265465,-0.03252223879098759,10.898238182067871,-0.10006165504455566,0.7872025668621063,-0.05417405813932429,-0.0005925934603103685,1.1090073585510254,0.26611995697021484,0.0404760874807834,-0.1223173961043358,0.29824382066726685
13,0,0,1.0,0.004296602306545415,-0.01784572607697661,-0.0005925934603103685,-0.06910790503025055,0.027406588196754456,0.0017456407658755747,-0.02611604705452919,0.013413295149804069,7.412251949310303,-0.10900735855102539,0.7556492924690247,-0.05417405813932429,-0.0005925934603103685,1.1090073585510254,0.28672194480895996,0.0404760874807834,-0.1223173961043358,0.29824382066726685
14,0,0,1.0,0.00462395315072407,-0.007512231458950228,-0.0005628380356766517,0.7854388356208801,0.003959989175200462,0.001654643332585692,-0.024801310151815414,-0.0003398661501697199,6.8981242179870605,-0.10900735855102539,0.7556492924690247,-0.054372079670429334,-0.0005628380356766517,1.1206936836242676,0.3072628974914551,0.03988860547542567,-0.11654403805732728,0.19236761331558228
15,0,0,1.0,0.004792775346069521,0.0023434178025961965,-0.0004962706961138698,-0.15725776553153992,-0.02017531543970108,0.0008979491540230836,-0.02640358731150627,-0.018666537478565656,4.196760177612305,-0.12069368362426758,0.8121632218360901,-0.05441791564226161,-0.0004962706961138698,1.1267755031585693,0.3280029296875,0.040030840784311246,-0.11595293134450914,0.18286585807800293
16,0,0,1.0,0.004792775346069521,0.0023434178025961965,-0.0004962706961138698,-0.15725776553153992,-0.02017531543970108,0.0008979491540230836,-0.0239219069480896,-0.0109782163053738,10.608588218688965,-0.12677550315856934,0.8142151832580566,-0.05441791564226161,-0.0004962706961138698,1.1267755031585693,0.3485579490661621,0.040030840784311246,-0.11595293134450914,0.18286585807800293
17,0,0,1.0,0.00447566342836251,0.008166626657183883,-0.000485553214196692,-0.09800473600625992,-0.010001914575695992,-0.0004609316238202142,-0.025342876091599464,0.010186066851021866,16.387758255004883,-0.12677550315856934,0.8142151832580566,-0.054463051259517774,-0.000485553214196692,1.137453317642212,0.36913490295410156,0.04098789393901817,-0.11746731400489809,0.39106687903404236
