,action_p,action_r,action_z,al_pitch,al_roll,al_yaw,angular_x,angular_y,angular_z,linear_acc_bodyx,linear_acc_bodyy,linear_acc_bodyz,pidz_out,pidzv_out,pos_x,pos_y,pos_z,thrust_given,time,velocity_x,velocity_y,velocity_z
0,0,0,1.0,0.007396404913824566,0.0016577122911594015,-7.049293262161214e-05,-1.2745496034622192,0.0249269288033247,-0.008546494878828529,-0.053835686296224594,-0.05198122933506839,10.378439903259277,0.0,1.0,-0.05823079869151127,-7.049293262161214e-05,1.0189820528030396,1.0000287280705238,0.020537137985229492,0.0408472530543804,-0.03369224071502686,0.029700189828872684
1,0,0,1.0,0.007116089129557386,-0.005602156547734163,-0.00016508808791789297,0.5364060997962952,-0.02878596819937229,-0.0022413369733840192,-0.044164299964904785,-0.002005847636609086,9.665018081665039,-0.01898205280303955,0.9707906544208527,-0.05778586864471447,-0.00016508808791789297,1.019590973854065,1.0000410125780095,0.041175127029418945,0.041400071233510964,-0.031521029770374305,0.014554380439221864
2,0,0,1.0,0.007116089129557386,-0.005602156547734163,-0.00016508808791789297,0.5364060997962952,-0.02878596819937229,-0.0022413369733840192,-0.04585687816143036,0.04490546137094605,8.80268669128418,-0.01959097385406494,0.9795127874240279,-0.05778586864471447,-0.00016508808791789297,1.019590973854065,1.0000410125780095,0.06161618232727051,0.041400071233510964,-0.031521029770374305,0.014554380439221864
3,0,0,1.0,0.006536633899579395,-0.006694101014988334,-6.765058131843896e-05,-1.4741325378417969,-0.019678469747304916,0.004161557182669642,-0.05244194716215134,-0.04205064848065252,10.127456665039062,-0.01959097385406494,0.9795127874240279,-0.05767082422971737,-6.765058131843896e-05,1.019982099533081,1.0000437705629475,0.0820930004119873,0.04155120253562926,-0.03275524079799653,0.042417503893375404
4,0,0,1.0,0.006536633899579395,-0.006694101014988334,-6.765058131843896e-05,-1.4741325378417969,-0.019678469747304916,0.004161557182669642,-0.03662637993693352,-0.0036727148108166847,14.282037734985352,-0.019982099533081055,0.9625602379441262,-0.05767082422971737,-6.765058131843896e-05,1.019982099533081,1.0000437705629475,0.10255002975463867,0.04155120253562926,-0.03275524079799653,0.042417503893375404
5,0,0,1.0,0.005321834175986392,0.023461712554296403,0.0001184920445873125,1.6882054805755615,-0.03705696389079094,0.005307470913976435,-0.05730528384447098,0.1172463744878789,16.442481994628906,-0.019982099533081055,0.9625602379441262,-0.05809282138943685,0.0001184920445873125,1.0247546434402466,1.0002894541415879,0.12298798561096191,0.04188613221049305,-0.02741919830441476,0.22468321025371552
6,0,0,1.0,0.0048945378740436075,0.026946007160596402,0.0002712226360231241,-0.8319938778877258,-0.01894192211329937,0.009360640309751036,-0.037567611783742905,0.005227883346380202,11.427081108093262,-0.024754643440246582,0.8503372877836227,-0.05835242941975606,0.0002712226360231241,1.032858967781067,1.0003751362373547,0.14342808723449707,0.04165854305028912,-0.03718171268701554,0.2518290877342224
7,0,0,1.0,0.0048945378740436075,0.026946007160596402,0.0002712226360231241,-0.8319938778877258,-0.01894192211329937,0.009360640309751036,-0.038577329367399216,-0.04825727641582362,10.348649024963379,-0.032858967781066895,0.8291871666908264,-0.05835242941975606,0.0002712226360231241,1.032858967781067,1.0003751362373547,0.16388201713562012,0.04165854305028912,-0.03718171268701554,0.2518290877342224
8,0,0,1.0,0.005764358113865645,0.0033030452673254705,0.0005171394254546821,0.6584224104881287,0.026092085987329483,0.0028436912689357966,-0.04779175668954849,0.03220218420028794,8.794360160827637,-0.032858967781066895,0.8291871666908264,-0.05822694301605237,0.0005171394254546821,1.0385527610778809,1.0000220693117026,0.18433713912963867,0.04149609431624409,-0.03641192242503167,0.24251092970371246
9,0,0,1.0,0.005764358113865645,0.0033030452673254705,0.0005171394254546821,0.6584224104881287,0.026092085987329483,0.0028436912689357966,-0.04269663989543915,0.02637716755271113,12.656939506530762,-0.03855276107788086,0.831361785531044,-0.05822694301605237,0.0005171394254546821,1.0385527610778809,1.0000220693117026,0.2049710750579834,0.04149609431624409,-0.03641192242503167,0.24251092970371246
